Order_505	accession	percentage_actg	PubmedID	Country	CountryCleaned	VirusType	SamplingDate	CountryCode	Continent	Country_regions	M49_code	Host	Host2	GenomeLength	SamplingDate_formatted	SamplingYear	Country_formatted	fasta_id	In_dataset437	Order_437	rhierbaps_level1_505	rhierbaps_level2_505	rhierbaps_level1_437	rhierbaps_level2_437	accession	NAMING_PROPOSAL
105	KY014301	97.85	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	13/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10361	2016-04-13	2016	Brazil	KY014301_Brazil_2016-04-13	yes	111	1	1	1	2	KY014301	ZB.2.0
106	KY785484	97.88	28538734	Dominican_Republic	Dominican Republic	Asian	06/06/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10596	2016-06-06	2016	DominicanRepublic	KY785484_DominicanRepublic_2016-06-06	yes	324	1	2	2	5	KY785484	ZB.2.2
107	MF801408	97.9	29805095	Mexico:_Chiapas	Mexico	Asian	05/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10610	2016-07-05	2016	Mexico	MF801408_Mexico_2016-07-05	yes	380	1	1	1	1	MF801408	ZB.2.1
108	KY785423	97.96	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	05/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10367	2016-04-05	2016	DominicanRepublic	KY785423_DominicanRepublic_2016-04-05	yes	288	1	2	2	5	KY785423	ZB.2.2
109	KY785426	98.01	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	04/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10365	2016-04-04	2016	Brazil	KY785426_Brazil_2016-04-04	yes	291	1	1	1	2	KY785426	ZB.2.0
110	KY785453	98.03	28538734	Dominican_Republic	Dominican Republic	Asian	10/05/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10352	2016-05-10	2016	DominicanRepublic	KY785453_DominicanRepublic_2016-05-10	yes	307	1	2	2	5	KY785453	ZB.2.2
111	MF801386	98.11	29805095	Honduras:_Roatan	Honduras	Asian	24/02/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10628	2016-02-24	2016	Honduras	MF801386_Honduras_2016-02-24	yes	363	1	1	1	1	MF801386	ZB.2.1
112	KY014307	98.12	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	28/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10455	2016-03-28	2016	Brazil	KY014307_Brazil_2016-03-28	yes	115	1	1	1	2	KY014307	ZB.2.0
113	KY785479	98.12	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	30/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10364	2016-03-30	2016	Brazil	KY785479_Brazil_2016-03-30	yes	321	1	1	1	2	KY785479	ZB.2.0
114	KY785452	98.24	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	07/06/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10455	2016-06-07	2016	Honduras	KY785452_Honduras_2016-06-07	yes	306	1	1	1	1	KY785452	ZB.2.1
115	KY785472	98.29	28538734	USA:_Miami_FL	USA	Asian	20/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10758	2016-09-20	2016	USA	KY785472_USA_2016-09-20	yes	318	1	2	2	3	KY785472	ZB.2.2
116	KY785445	98.33	28538734	USA:_Florida	USA	Asian	19/07/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10601	2016-07-19	2016	USA	KY785445_USA_2016-07-19	yes	302	1	2	2	3	KY785445	ZB.2.2
117	KX447519	98.37	27729507	French_Polynesia:_Tahiti	French_Polynesia	Asian	2013-11	PF	OC	Polynesia	258	Human	Homo_sapiens	9142	2013-11	2013	FrenchPolynesia	KX447519_FrenchPolynesia_2013-11	yes	435	1	1	1	2	KX447519	ZB.2.0
118	CV1	98.46	NA	Cabo_Verde:_Santiago	Cabo_Verde	Asian	03/12/2015	CPV	AF	Western Africa	132	Human	Homo_Sapiens	10783	2015-12-03	2015	CaboVerde	CV1_CaboVerde_2015-12-03	yes	417	1	1	1	2	CV1	ZB.2.0
119	CV2	98.46	NA	Cabo_Verde:_Fogo	Cabo_Verde	Asian	06/04/2016	CPV	AF	Western Africa	132	Human	Homo_Sapiens	10783	2016-04-06	2016	CaboVerde	CV2_CaboVerde_2016-04-06	yes	418	1	1	1	2	CV2	ZB.2.0
120	CV3	98.46	NA	Cabo_Verde:_Fogo	Cabo_Verde	Asian	27/11/2015	CPV	AF	Western Africa	132	Human	Homo_Sapiens	10783	2015-11-27	2015	CaboVerde	CV3_CaboVerde_2015-11-27	yes	419	1	1	1	2	CV3	ZB.2.0
121	KY785427	98.63	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	30/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10367	2016-03-30	2016	Brazil	KY785427_Brazil_2016-03-30	yes	292	1	1	1	2	KY785427	ZB.2.0
122	KY325477	98.64	28538723	USA:_Florida	USA	Asian	03/10/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10751	2016-10-03	2016	USA	KY325477_USA_2016-10-03	yes	217	1	2	2	3	KY325477	ZB.2.2
123	KY785410	98.67	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	27/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10363	2016-03-27	2016	Brazil	KY785410_Brazil_2016-03-27	yes	279	1	1	1	2	KY785410	ZB.2.0
124	KY325467	98.7	28538723	USA:_Florida	USA	Asian	29/07/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10742	2016-07-29	2016	USA	KY325467_USA_2016-07-29	yes	210	1	2	2	3	KY325467	ZB.2.2
125	KF993678	98.74	25294619	Thailand	Thailand	Asian	19/02/2013	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10141	2013-02-19	2013	Thailand	KF993678_Thailand_2013-02-19	yes	3	2	4	4	8	KF993678	ZB.1.1
126	MF801391	98.9	29805095	Mexico:_Oaxaca	Mexico	Asian	06/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10654	2016-07-06	2016	Mexico	MF801391_Mexico_2016-07-06	yes	366	1	1	1	1	MF801391	ZB.2.1
127	MF801397	99.03	29805095	Mexico:_Campeche	Mexico	Asian	20/05/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10477	2016-05-20	2016	Mexico	MF801397_Mexico_2016-05-20	yes	370	1	1	1	1	MF801397	ZB.2.1
128	KY241674	99.04	28527892	Singapore	Singapore	Asian	05/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10631	2016-09-05	2016	Singapore	KY241674_Singapore_2016-09-05	yes	143	5	11	5	11	KY241674	ZB.1.2
129	KX447518	99.08	27729507	French_Polynesia:_Bora	French_Polynesia	Asian	2013-12	PF	OC	Polynesia	258	Human	Homo_sapiens	9146	2013-12	2013	FrenchPolynesia	KX447518_FrenchPolynesia_2013-12	yes	436	1	1	1	2	KX447518	ZB.2.0
130	KY241766	99.28	28527892	Singapore	Singapore	Asian	15/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10550	2016-09-15	2016	Singapore	KY241766_Singapore_2016-09-15	yes	188	5	11	5	11	KY241766	ZB.1.2
131	MF801384	99.35	29805095	Honduras:_Roatan	Honduras	Asian	03/02/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10622	2016-02-03	2016	Honduras	MF801384_Honduras_2016-02-03	yes	361	1	1	1	1	MF801384	ZB.2.1
132	KY606271	99.4	29805095	Mexico:_Chiapas	Mexico	Asian	05/03/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10633	2016-03-05	2016	Mexico	KY606271_Mexico_2016-03-05	yes	261	1	1	1	1	KY606271	ZB.2.1
133	KU940224	99.5	27448188	Brazil_Salvador	Brazil	Asian	01/08/2015	BR	SA	South America	76	Human	Homo_sapiens	10525	2015-08-01	2015	Brazil	KU940224_Brazil_2015-08-01	yes	35	1	1	1	2	KU940224	ZB.2.0
134	HQ234499	99.61	22389730	Malaysia	Malaysia	Asian	1966	MY	AS	South-Eastern Asia	458	Mosquito	Aedes_aegypti	10269	1966	1966	Malaysia	HQ234499_Malaysia_1966	yes	1	2	3	3	6	HQ234499	ZB.1.0
135	MH063261	99.61	NA	Cuba	Cuba	Asian	24/09/2017	CU	NAM	Caribbean	192	Human	Homo_sapiens	10385	2017-09-24	2017	Cuba	MH063261_Cuba_2017-09-24	yes	403	1	2	2	5	MH063261	ZB.2.2
136	KY325476	99.62	28538723	USA:_Florida	USA	Asian	11/10/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10785	2016-10-11	2016	USA	KY325476_USA_2016-10-11	yes	216	1	2	2	4	KY325476	ZB.2.2
137	KY785435	99.68	28538734	Dominican_Republic	Dominican Republic	Asian	07/07/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10596	2016-07-07	2016	DominicanRepublic	KY785435_DominicanRepublic_2016-07-07	yes	297	1	2	2	5	KY785435	ZB.2.2
138	KY241788	99.77	28527892	Singapore	Singapore	Asian	13/05/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-05-13	2016	Singapore	KY241788_Singapore_2016-05-13	yes	200	1	1	1	2	KY241788	ZB.2.0
139	KY014310	99.79	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	09/05/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10676	2016-05-09	2016	Honduras	KY014310_Honduras_2016-05-09	yes	118	1	1	1	1	KY014310	ZB.2.1
140	HQ234500	99.81	22389730	Nigeria	Nigeria	African	1968	NG	AF	Western Africa	566	Human	Homo_sapiens	10251	1968	1968	Nigeria	HQ234500_Nigeria_1968	no		3	6			HQ234500	ZA.1.2
141	KF268949	99.81	25514122	Central_African_Republic	Central African Republic	African	1980-08	CF	AF	Middle Africa	140	Mosquito	Aedes_opok	10776	1980-08	1980	CentralAfricanRepublic	KF268949_CentralAfricanRepublic_1980-08	no		4	9			KF268949	ZA.1.1
142	KU963574	99.81	NA	Nigeria:_Ibadan	Nigeria	African	09/09/1968	NG	AF	Western Africa	566	Human	Homo_sapiens	10775	1968-09-09	1968	Nigeria	KU963574_Nigeria_1968-09-09	no		3	6			KU963574	ZA.1.2
143	KY241688	99.81	28527892	Singapore	Singapore	Asian	13/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10659	2016-09-13	2016	Singapore	KY241688_Singapore_2016-09-13	yes	153	5	11	5	11	KY241688	ZB.1.2
144	MF434516	99.83	29805095	Nicaragua:_Managua	Nicaragua	Asian	05/08/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10769	2016-08-05	2016	Nicaragua	MF434516_Nicaragua_2016-08-05	yes	345	1	1	1	1	MF434516	ZB.2.1
145	KY241697	99.84	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10734	2016-08-27	2016	Singapore	KY241697_Singapore_2016-08-27	yes	162	5	11	5	11	KY241697	ZB.1.2
146	KY785415	99.84	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	11/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10456	2016-04-11	2016	DominicanRepublic	KY785415_DominicanRepublic_2016-04-11	yes	283	1	2	2	5	KY785415	ZB.2.2
147	KY241698	99.86	28527892	Singapore	Singapore	Asian	26/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10740	2016-08-26	2016	Singapore	KY241698_Singapore_2016-08-26	yes	163	5	11	5	11	KY241698	ZB.1.2
148	KY785466	99.86	28538734	Colombia:_Santander	Colombia	Asian	28/04/2016	CO	SA	South America	170	Human	Homo_sapiens	10364	2016-04-28	2016	Colombia	KY785466_Colombia_2016-04-28	yes	314	1	1	1	2	KY785466	ZB.2.0
149	MF801396	99.86	29805095	Mexico:_Chiapas	Mexico	Asian	17/05/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10610	2016-05-17	2016	Mexico	MF801396_Mexico_2016-05-17	yes	369	1	1	1	1	MF801396	ZB.2.1
150	KY553111	99.87	28795266	Philippines	Philippines	Asian	2016-04	PH	AS	South-Eastern Asia	608	Human	Homo_sapiens	10795	2016-04	2016	Philippines	KY553111_Philippines_2016-04	yes	234	2	5	4	9	KY553111	ZB.1.1
151	KY120349	99.9	NA	Mexico:_Oaxaca_Tehuantepec_Isthmus	Mexico	Asian	03/03/2016	MX	NAM	Central America	484	Human	Homo_sapiens;_male_80-years-old	10633	2016-03-03	2016	Mexico	KY120349_Mexico_2016-03-03	yes	137	1	1	1	1	KY120349	ZB.2.1
152	MF099651	99.9	29089591	China:_Guizhou	China	Asian	2016-08	CN	AS	Eastern Asia	156	Mosquito	Culex_pipiens_quinquefasciatus	10260	2016-08	2016	China	MF099651_China_2016-08	yes	340	1	1	1	2	MF099651	ZB.2.0
153	KY559005	99.92	28538727	Brazil:_Ribeirao_Preto_Sao_Paulo	Brazil	Asian	18/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10565	2016-04-18	2016	Brazil	KY559005_Brazil_2016-04-18	yes	241	1	1	1	2	KY559005	ZB.2.0
154	KY785476	99.92	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	18/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10456	2016-04-18	2016	DominicanRepublic	KY785476_DominicanRepublic_2016-04-18	yes	320	1	2	2	5	KY785476	ZB.2.2
155	KY785448	99.93	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	10/06/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10453	2016-06-10	2016	Honduras	KY785448_Honduras_2016-06-10	yes	303	1	1	1	1	KY785448	ZB.2.1
156	KF268950	99.94	25514122	Central_African_Republic	Central African Republic	African	1976-07	CF	AF	Middle Africa	140	Mosquito	Aedes_africanus	10755	1976-07	1976	CentralAfricanRepublic	KF268950_CentralAfricanRepublic_1976-07	no		4	9			KF268950	ZA.1.1
157	KY014319	99.94	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	30/04/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10682	2016-04-30	2016	Honduras	KY014319_Honduras_2016-04-30	yes	125	1	1	1	1	KY014319	ZB.2.1
158	KY693676	99.94	28633961	Honduras	Honduras	Asian	26/08/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10699	2016-08-26	2016	Honduras	KY693676_Honduras_2016-08-26	yes	268	1	1	1	1	KY693676	ZB.2.1
159	KY785442	99.94	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	04/06/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10428	2016-06-04	2016	Honduras	KY785442_Honduras_2016-06-04	yes	300	1	1	1	1	KY785442	ZB.2.1
160	KY785468	99.94	28538734	USA:_Miami_FL	USA	Asian	05/10/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10365	2016-10-05	2016	USA	KY785468_USA_2016-10-05	yes	315	1	2	2	3	KY785468	ZB.2.2
161	EU545988	99.94	18680646	Micronesia:_Yap	Micronesia	Asian	2007-06	MY	OC	Micronesia	583	Human	Homo_Sapiens	10272	2007-06	2007	Micronesia	EU545988_Micronesia_2007-06	yes	437	2	5	4	7	EU545988	ZB.1.1
162	KY241704	99.95	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10706	2016-08-27	2016	Singapore	KY241704_Singapore_2016-08-27	yes	165	5	11	5	11	KY241704	ZB.1.2
163	KF268948	99.96	25514122	Central_African_Republic	Central African Republic	African	1979-11	CF	AF	Middle Africa	140	Mosquito	Aedes_africanus	10788	1979-11	1979	CentralAfricanRepublic	KF268948_CentralAfricanRepublic_1979-11	no		4	9			KF268948	ZA.1.1
164	KY014302	99.96	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	21/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10581	2016-04-21	2016	DominicanRepublic	KY014302_DominicanRepublic_2016-04-21	yes	112	1	2	2	5	KY014302	ZB.2.2
165	KY014306	99.96	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	10/06/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10455	2016-06-10	2016	Honduras	KY014306_Honduras_2016-06-10	yes	114	1	1	1	1	KY014306	ZB.2.1
166	KY014318	99.96	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	27/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10615	2016-04-27	2016	DominicanRepublic	KY014318_DominicanRepublic_2016-04-27	yes	124	1	2	2	5	KY014318	ZB.2.2
167	KY241734	99.96	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10768	2016-08-28	2016	Singapore	KY241734_Singapore_2016-08-28	yes	179	5	11	5	11	KY241734	ZB.1.2
168	KY559007	99.96	28538727	Brazil:_Ribeirao_Preto_Sao_Paulo	Brazil	Asian	18/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10565	2016-04-18	2016	Brazil	KY559007_Brazil_2016-04-18	yes	243	1	1	1	2	KY559007	ZB.2.0
169	KY559015	99.96	28538727	Brazil:_Ribeirao_Preto_Sao_Paulo	Brazil	Asian	24/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10565	2016-04-24	2016	Brazil	KY559015_Brazil_2016-04-24	yes	250	1	1	1	2	KY559015	ZB.2.0
170	KY785418	99.96	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	13/05/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10365	2016-05-13	2016	Honduras	KY785418_Honduras_2016-05-13	yes	284	1	1	1	1	KY785418	ZB.2.1
171	KY785450	99.96	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	12/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10455	2016-04-12	2016	Brazil	KY785450_Brazil_2016-04-12	yes	304	1	1	1	2	KY785450	ZB.2.0
172	KY785469	99.96	28538734	Colombia:_Santander	Colombia	Asian	05/04/2016	CO	SA	South America	170	Human	Homo_sapiens	10597	2016-04-05	2016	Colombia	KY785469_Colombia_2016-04-05	yes	316	1	1	1	2	KY785469	ZB.2.0
173	JN860885	99.97	22389730	Cambodia	Cambodia	Asian	2010	KH	AS	South-Eastern Asia	116	Human	Homo_sapiens	10269	2010	2010	Cambodia	JN860885_Cambodia_2010	yes	2	2	4	4	7	JN860885	ZB.1.1
174	KU853012	99.97	26987769	Dominican Republic	Dominican Republic	Asian	01/02/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10636	2016-02-01	2016	DominicanRepublic	KU853012_DominicanRepublic_2016-02-01	yes	29	1	2	2	5	KU853012	ZB.2.2
175	KX051562	99.97	NA	Thailand	Thailand	Asian	16/01/2015	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10800	2015-01-16	2015	Thailand	KX051562_Thailand_2015-01-16	yes	46	2	4	4	8	KX051562	ZB.1.1
176	KX838904	99.97	28538723	USA:_Miami_Florida	USA	Asian	22/08/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10609	2016-08-22	2016	USA	KX838904_USA_2016-08-22	yes	89	1	2	2	3	KX838904	ZB.2.2
177	KX893855	99.97	28450510	Venezuela	Venezuela	Asian	25/03/2016	VE	SA	South America	862	Human	Homo_sapiens;_symptomatic_breast-feeding_infant	10808	2016-03-25	2016	Venezuela	KX893855_Venezuela_2016-03-25	yes	96	1	1	1	2	KX893855	ZB.2.0
178	KY014299	99.97	28538734	USA:_Miami_FL	USA	Asian	04/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10727	2016-09-04	2016	USA	KY014299_USA_2016-09-04	yes	109	1	2	2	4	KY014299	ZB.2.2
179	KY288905	99.97	NA	Uganda	Uganda	African	1962-11	UG	AF	Eastern Africa	800	Mosquito	Aedes_africanus	10752	1962-11	1962	Uganda	KY288905_Uganda_1962-11	no		4	10			KY288905	ZA.1.1
180	KY631493	99.97	NA	Mexico:_Tapachula_Chiapas	Mexico	Asian	15/10/2015	MX	NAM	Central America	484	Human	Homo_sapiens	10683	2015-10-15	2015	Mexico	KY631493_Mexico_2015-10-15	yes	266	1	1	1	1	KY631493	ZB.2.1
181	KY693680	99.97	28633961	Venezuela	Venezuela	Asian	19/10/2016	VE	SA	South America	862	Human	Homo_sapiens	10666	2016-10-19	2016	Venezuela	KY693680_Venezuela_2016-10-19	yes	272	1	1	1	2	KY693680	ZB.2.0
182	KY785422	99.97	28538734	USA:_Miami_FL	USA	Asian	09/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10455	2016-09-09	2016	USA	KY785422_USA_2016-09-09	yes	287	1	2	2	4	KY785422	ZB.2.2
183	MF036115	99.97	NA	Cambodia	Cambodia	Asian	02/11/2016	KH	AS	South-Eastern Asia	116	Human	Homo_sapiens	10632	2016-11-02	2016	Cambodia	MF036115_Cambodia_2016-11-02	yes	329	1	1	1	2	MF036115	ZB.2.0
184	MF159531	99.97	NA	Cuba	Cuba	Asian	19/04/2017	CU	NAM	Caribbean	192	Human	Homo_sapiens	10608	2017-04-19	2017	Cuba	MF159531_Cuba_2017-04-19	yes	341	1	1	1	1	MF159531	ZB.2.1
185	HQ234501	99.98	22389730	Senegal	Senegal	African	1984	SN	AF	Western Africa	686	Mosquito	Aedes_africanus	10269	1984	1984	Senegal	HQ234501_Senegal_1984	no		3	7			HQ234501	ZA.1.2
186	KX051561	99.98	NA	Thailand	Thailand	Asian	21/09/2013	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10798	2013-09-21	2013	Thailand	KX051561_Thailand_2013-09-21	yes	45	2	4	4	8	KX051561	ZB.1.1
187	KX269878	99.98	27542178	Haiti	Haiti	Asian	01/02/2016	HT	NAM	Caribbean	332	Human	Homo_sapiens	10637	2016-02-01	2016	Haiti	KX269878_Haiti_2016-02-01	yes	59	1	2	2	5	KX269878	ZB.2.2
188	KX766028	99.98	NA	Dominican_Republic	Dominican Republic	Asian	06/06/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10680	2016-06-06	2016	DominicanRepublic	KX766028_DominicanRepublic_2016-06-06	yes	82	1	1	1	2	KX766028	ZB.2.0
189	KX922705	99.98	28538723	USA:_Miami_Florida	USA	Asian	05/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10609	2016-08-05	2016	USA	KX922705_USA_2016-08-05	yes	100	1	2	2	4	KX922705	ZB.2.2
190	KX922706	99.98	28538723	USA:_Miami_Florida	USA	Asian	05/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10610	2016-08-05	2016	USA	KX922706_USA_2016-08-05	yes	101	1	2	2	3	KX922706	ZB.2.2
191	KY014297	99.98	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	12/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10602	2016-04-12	2016	Brazil	KY014297_Brazil_2016-04-12	yes	107	1	1	1	2	KY014297	ZB.2.0
192	KY014315	99.98	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	06/06/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10366	2016-06-06	2016	Honduras	KY014315_Honduras_2016-06-06	yes	122	1	1	1	1	KY014315	ZB.2.1
193	KY241691	99.98	28527892	Singapore	Singapore	Asian	13/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10734	2016-09-13	2016	Singapore	KY241691_Singapore_2016-09-13	yes	156	5	12	5	12	KY241691	ZB.1.2
194	KY241767	99.98	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10695	2016-09-07	2016	Singapore	KY241767_Singapore_2016-09-07	yes	189	5	11	5	11	KY241767	ZB.1.2
195	KY317939	99.98	28538739	Colombia	Colombia	Asian	06/01/2016	CO	SA	South America	170	Human	Homo_sapiens	10608	2016-01-06	2016	Colombia	KY317939_Colombia_2016-01-06	yes	206	1	1	1	2	KY317939	ZB.2.0
196	KY441403	99.98	NA	Brazil	Brazil	Asian	11/01/2016	BR	SA	South America	76	Human	Homo_sapiens	10623	2016-01-11	2016	Brazil	KY441403_Brazil_2016-01-11	yes	233	1	1	1	2	KY441403	ZB.2.0
197	KY558999	99.98	28538727	Brazil:_Olinda_Pernambuco	Brazil	Asian	10/07/2016	BR	SA	South America	76	Human	Homo_sapiens	10565	2016-07-10	2016	Brazil	KY558999_Brazil_2016-07-10	yes	238	1	1	1	2	KY558999	ZB.2.0
198	KY559013	99.98	28538727	Brazil:_Ribeirao_Preto_Sao_Paulo	Brazil	Asian	24/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10565	2016-04-24	2016	Brazil	KY559013_Brazil_2016-04-24	yes	248	1	1	1	2	KY559013	ZB.2.0
199	KY785464	99.98	28538734	Puerto_Rico	Puerto Rico	Asian	13/04/2016	PR	NAM	Caribbean	630	Human	Homo_sapiens	10453	2016-04-13	2016	PuertoRico	KY785464_PuertoRico_2016-04-13	yes	312	1	1	1	2	KY785464	ZB.2.0
200	MF434521	99.98	29805095	Nicaragua:_Managua	Nicaragua	Asian	19/07/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10769	2016-07-19	2016	Nicaragua	MF434521_Nicaragua_2016-07-19	yes	348	1	1	1	1	MF434521	ZB.2.1
201	MF438286	99.98	NA	Cuba	Cuba	Asian	12/02/2017	CU	NAM	Caribbean	192	Human	Homo_sapiens;_microcephaly_fetus	10272	2017-02-12	2017	Cuba	MF438286_Cuba_2017-02-12	yes	350	1	2	2	5	MF438286	ZB.2.2
202	MF801387	99.98	29805095	Honduras:_Roatan	Honduras	Asian	29/03/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10682	2016-03-29	2016	Honduras	MF801387_Honduras_2016-03-29	yes	364	1	1	1	1	MF801387	ZB.2.1
203	MF801413	99.98	29805095	Mexico:_Guerrero	Mexico	Asian	07/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10701	2016-07-07	2016	Mexico	MF801413_Mexico_2016-07-07	yes	384	1	1	1	1	MF801413	ZB.2.1
204	MF988743	99.98	NA	USA:_Miami_Beach_FL	USA	Asian	01/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti;_female	10674	2016-09-01	2016	USA	MF988743_USA_2016-09-01	yes	394	1	2	2	4	MF988743	ZB.2.2
205	MG807647	99.98	29985788	Thailand	Thailand	Asian	07/09/2017	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10807	2017-09-07	2017	Thailand	MG807647_Thailand_2017-09-07	yes	399	5	12	5	12	MG807647	ZB.1.2
206	KJ776791	99.99	24903869	French_Polynesia	French Polynesia	Asian	28/11/2013	PF	OC	Polynesia	258	Human	Homo_sapiens	10807	2013-11-28	2013	FrenchPolynesia	KJ776791_FrenchPolynesia_2013-11-28	yes	4	1	1	1	2	KJ776791	ZB.2.0
207	KR872956	99.99	NA	Brazil	Brazil	Asian	2015	BR	SA	South America	76	Human	Homo_sapiens	10727	2015	2015	Brazil	KR872956_Brazil_2015	yes	5	1	1	1	2	KR872956	ZB.2.0
208	KU179098	99.99	27088970	Indonesia_Jambi	Indonesia	Asian	30/12/2014	ID	AS	South-Eastern Asia	360	Human	Homo_sapiens	10668	2014-12-30	2014	Indonesia	KU179098_Indonesia_2014-12-30	yes	6	2	4	4	8	KU179098	ZB.1.1
209	KU312312	99.99	26775124	Suriname	Suriname	Asian	02/10/2015	SR	SA	South America	740	Human	Homo_sapiens	10374	2015-10-02	2015	Suriname	KU312312_Suriname_2015-10-02	yes	7	1	1	1	2	KU312312	ZB.2.0
210	KU321639	99.99	26941134	Brazil	Brazil	Asian	14/03/2015	BR	SA	South America	76	Human	Homo_sapiens	10676	2015-03-14	2015	Brazil	KU321639_Brazil_2015-03-14	yes	8	1	1	1	2	KU321639	ZB.2.0
